"","filename","GOF.mean","GOF.SD","S1.mean","S1.SD","S2.mean","S2.SD","S3.mean","S3.SD","tracer_pair","tracers","error_threshold","score_threshold","nb_tracer","S1_CI_width","S2_CI_width","S3_CI_width","CI_width_sum","Manhattan_dist_median","Manhattan_dist_mean"
"11","0.25-0.5-0.25_all_sequence",0.910100158415842,0.0636876148414639,0.719390158415842,0.213756037200858,0.0895298316831683,0.132454206640867,0.191080108910891,0.10818650789067,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2",NA,90,4,0.175250423250807,0.111363308376259,0.153350740540888,0.439964472167954,0.551641481605351,0.442124699427133
"12","0.25-0.5-0.25_all_sequence",0.899696574257426,0.0654038148748751,0.692101336633663,0.247194373676112,0.115305435643564,0.171191864577171,0.192593297029703,0.101467501528376,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2",NA,90,5,0.180058706481796,0.124579605155258,0.153812680035956,0.45845099167301,0.521143481605351,0.387547085565747
"13","0.25-0.5-0.25_all_sequence",0.913506217821782,0.0542058861325233,0.664440128712871,0.222042179449701,0.125835564356436,0.158784373141718,0.209724287128713,0.0884361178036821,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1",NA,90,6,0.184178239147968,0.129367041871065,0.158795818136119,0.472341099155152,0.459220481605351,0.332224758833074
"14","0.25-0.5-0.25_all_sequence",0.914316148514851,0.0559236906341822,0.626944198019802,0.266707793080218,0.150097643564356,0.218751719047398,0.222958207920792,0.0701778839595947,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1",NA,90,7,0.188636931522076,0.13931466465352,0.162352619905035,0.49030421608063,0.440156481605351,0.261677672075235
"15","0.25-0.5-0.25_all_sequence",0.921079099009901,0.0458010804760117,0.659615188118812,0.227351592136044,0.129479603960396,0.185628559571424,0.210905306930693,0.0668578840919667,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2",NA,90,8,0.184822904263873,0.13095302553046,0.159123270132993,0.474899199927326,0.437013481605351,0.322574758833074
"16","0.25-0.5-0.25_all_sequence",0.925216366336634,0.0480684950321357,0.632741316831683,0.224611289231816,0.142531316831683,0.204167191856475,0.224727376237624,0.0508494879486218,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1",NA,90,9,0.188028860220317,0.13636083836527,0.162809819586476,0.487199518172062,0.405351481605351,0.276810285936621
"17","0.25-0.5-0.25_all_sequence",0.94247003960396,0.0318699651904174,0.656465079207921,0.177052866208355,0.113775445544554,0.156375065663774,0.229759495049505,0.0349429802780541,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1",NA,90,10,0.185232265991749,0.12385728103113,0.164087421631966,0.473176968654846,0.419621909698997,0.334322038411868
"18","0.25-0.5-0.25_all_sequence",0.934816584158416,0.039641078885234,0.606999227722772,0.225626677666267,0.160070831683168,0.196746105405727,0.232929900990099,0.0470062353137336,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1",NA,90,11,0.190509286849195,0.143021988682924,0.164875273182822,0.498406548714942,0.391879909698997,0.2417312067287
"19","0.25-0.5-0.25_all_sequence",0.921197851485149,0.0533985546891273,0.597608613861386,0.187785155243591,0.174217930693069,0.152989806716085,0.228173465346535,0.0685322613153199,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_integrated_relative_peak_2",NA,90,12,0.191274969843073,0.147946443616077,0.163688361617758,0.502909775076908,0.301003909698997,0.213437058213848
"20","0.25-0.5-0.25_all_sequence",0.890321178217822,0.0357026660450998,0.415008079207921,0.107801824495292,0.324195722772277,0.103681029186165,0.260796198019802,0.0569173092433259,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_integrated_relative_peak_2-Record_1_Frequency_factor_peak_2",NA,90,13,0.192189027829294,0.182574234572542,0.171260853480997,0.546024115882833,0.178256518394649,0.166639359978807
"21","0.25-0.5-0.25_all_sequence",0.910100158415842,0.0636876148414639,0.719390158415842,0.213756037200858,0.0895298316831683,0.132454206640867,0.191080108910891,0.10818650789067,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2",NA,90,4,0.175250423250807,0.111363308376259,0.153350740540888,0.439964472167954,0.551641481605351,0.442124699427133
"22","0.25-0.5-0.25_all_sequence",0.899696574257426,0.0654038148748751,0.692101336633663,0.247194373676112,0.115305435643564,0.171191864577171,0.192593297029703,0.101467501528376,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2",NA,90,5,0.180058706481796,0.124579605155258,0.153812680035956,0.45845099167301,0.521143481605351,0.387547085565747
"23","0.25-0.5-0.25_all_sequence",0.913506217821782,0.0542058861325233,0.664440128712871,0.222042179449701,0.125835564356436,0.158784373141718,0.209724287128713,0.0884361178036821,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1",NA,90,6,0.184178239147968,0.129367041871065,0.158795818136119,0.472341099155152,0.459220481605351,0.332224758833074
"24","0.25-0.5-0.25_all_sequence",0.914316148514851,0.0559236906341822,0.626944198019802,0.266707793080218,0.150097643564356,0.218751719047398,0.222958207920792,0.0701778839595947,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1",NA,90,7,0.188636931522076,0.13931466465352,0.162352619905035,0.49030421608063,0.440156481605351,0.261677672075235
"25","0.25-0.5-0.25_all_sequence",0.921079099009901,0.0458010804760117,0.659615188118812,0.227351592136044,0.129479603960396,0.185628559571424,0.210905306930693,0.0668578840919667,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2",NA,90,8,0.184822904263873,0.13095302553046,0.159123270132993,0.474899199927326,0.437013481605351,0.322574758833074
"26","0.25-0.5-0.25_all_sequence",0.925216366336634,0.0480684950321357,0.632741316831683,0.224611289231816,0.142531316831683,0.204167191856475,0.224727376237624,0.0508494879486218,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1",NA,90,9,0.188028860220317,0.13636083836527,0.162809819586476,0.487199518172062,0.405351481605351,0.276810285936621
"27","0.25-0.5-0.25_all_sequence",0.94247003960396,0.0318699651904174,0.656465079207921,0.177052866208355,0.113775445544554,0.156375065663774,0.229759495049505,0.0349429802780541,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1",NA,90,10,0.185232265991749,0.12385728103113,0.164087421631966,0.473176968654846,0.419621909698997,0.334322038411868
"28","0.25-0.5-0.25_all_sequence",0.934816584158416,0.039641078885234,0.606999227722772,0.225626677666267,0.160070831683168,0.196746105405727,0.232929900990099,0.0470062353137336,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1",NA,90,11,0.190509286849195,0.143021988682924,0.164875273182822,0.498406548714942,0.391879909698997,0.2417312067287
"29","0.25-0.5-0.25_all_sequence",0.921197851485149,0.0533985546891273,0.597608613861386,0.187785155243591,0.174217930693069,0.152989806716085,0.228173465346535,0.0685322613153199,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_integrated_relative_peak_2",NA,90,12,0.191274969843073,0.147946443616077,0.163688361617758,0.502909775076908,0.301003909698997,0.213437058213848
"30","0.25-0.5-0.25_all_sequence",0.890321178217822,0.0357026660450998,0.415008079207921,0.107801824495292,0.324195722772277,0.103681029186165,0.260796198019802,0.0569173092433259,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_intensity_integrated_relative_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_integrated_relative_peak_2-Record_1_Frequency_factor_peak_2",NA,90,13,0.192189027829294,0.182574234572542,0.171260853480997,0.546024115882833,0.178256518394649,0.166639359978807
"31","0.25-0.5-0.25_all_sequence",0.910100158415842,0.0636876148414639,0.719390158415842,0.213756037200858,0.0895298316831683,0.132454206640867,0.191080108910891,0.10818650789067,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2",NA,90,4,0.175250423250807,0.111363308376259,0.153350740540888,0.439964472167954,0.551641481605351,0.442124699427133
"32","0.25-0.5-0.25_all_sequence",0.899696574257426,0.0654038148748751,0.692101336633663,0.247194373676112,0.115305435643564,0.171191864577171,0.192593297029703,0.101467501528376,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2",NA,90,5,0.180058706481796,0.124579605155258,0.153812680035956,0.45845099167301,0.521143481605351,0.387547085565747
"33","0.25-0.5-0.25_all_sequence",0.913506217821782,0.0542058861325233,0.664440128712871,0.222042179449701,0.125835564356436,0.158784373141718,0.209724287128713,0.0884361178036821,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1",NA,90,6,0.184178239147968,0.129367041871065,0.158795818136119,0.472341099155152,0.459220481605351,0.332224758833074
"34","0.25-0.5-0.25_all_sequence",0.914316148514851,0.0559236906341822,0.626944198019802,0.266707793080218,0.150097643564356,0.218751719047398,0.222958207920792,0.0701778839595947,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1",NA,90,7,0.188636931522076,0.13931466465352,0.162352619905035,0.49030421608063,0.440156481605351,0.261677672075235
"35","0.25-0.5-0.25_all_sequence",0.921079099009901,0.0458010804760117,0.659615188118812,0.227351592136044,0.129479603960396,0.185628559571424,0.210905306930693,0.0668578840919667,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2",NA,90,8,0.184822904263873,0.13095302553046,0.159123270132993,0.474899199927326,0.437013481605351,0.322574758833074
"36","0.25-0.5-0.25_all_sequence",0.925216366336634,0.0480684950321357,0.632741316831683,0.224611289231816,0.142531316831683,0.204167191856475,0.224727376237624,0.0508494879486218,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1",NA,90,9,0.188028860220317,0.13636083836527,0.162809819586476,0.487199518172062,0.405351481605351,0.276810285936621
"37","0.25-0.5-0.25_all_sequence",0.94247003960396,0.0318699651904174,0.656465079207921,0.177052866208355,0.113775445544554,0.156375065663774,0.229759495049505,0.0349429802780541,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1",NA,90,10,0.185232265991749,0.12385728103113,0.164087421631966,0.473176968654846,0.419621909698997,0.334322038411868
"38","0.25-0.5-0.25_all_sequence",0.934816584158416,0.039641078885234,0.606999227722772,0.225626677666267,0.160070831683168,0.196746105405727,0.232929900990099,0.0470062353137336,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1",NA,90,11,0.190509286849195,0.143021988682924,0.164875273182822,0.498406548714942,0.391879909698997,0.2417312067287
"39","0.25-0.5-0.25_all_sequence",0.921197851485149,0.0533985546891273,0.597608613861386,0.187785155243591,0.174217930693069,0.152989806716085,0.228173465346535,0.0685322613153199,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_integrated_relative_peak_2",NA,90,12,0.191274969843073,0.147946443616077,0.163688361617758,0.502909775076908,0.301003909698997,0.213437058213848
"40","0.25-0.5-0.25_all_sequence",0.890321178217822,0.0357026660450998,0.415008079207921,0.107801824495292,0.324195722772277,0.103681029186165,0.260796198019802,0.0569173092433259,"Record_4_Peak_intensity_max_peak_3 Record_4_Peak_temperature_peak_3","Record_1_Frequency_factor_peak_1-Record_1_Peak_temperature_peak_1-Record_1_Cross_section_component_1-Record_1_Peak_intensity_integrated_peak_2-Record_1_Peak_intensity_max_peak_2-Record_1_Intensity_component_1-Record_1_Sensitivity_component_1-Record_1_Peak_intensity_peak_2-Record_1_Peak_intensity_integrated_peak_1-Record_1_Peak_intensity_peak_1-Record_1_Peak_intensity_max_peak_1-Record_1_Peak_intensity_integrated_relative_peak_2-Record_1_Frequency_factor_peak_2",NA,90,13,0.192189027829294,0.182574234572542,0.171260853480997,0.546024115882833,0.178256518394649,0.166639359978807
